Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	population	G7	G24	G77	EU	OECD	G20	US	G7_noUS	OECD_noUS	G20_noOECD	All	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	new_profits_3	new_profits_4	gains_3	gains_4	reallocation_0.8residual_1	reallocation_0.8residual_2	reallocation_0.2residual_1	reallocation_0.2residual_2	new_profits_5	new_profits_6	gains_5	gains_6	new_profits_7	new_profits_8	gains_7	gains_8	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_1_%gdp	gains_1_%pop	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_2_%gdp	gains_2_%pop	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_3_%gdp	gains_3_%pop	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_4_%gdp	gains_4_%pop	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_5_%gdp	gains_5_%pop	gains_6_tax	gains_6_%tot_tax	gains_6_%cit	gains_6_%gdp	gains_6_%pop	gains_7_tax	gains_7_%tot_tax	gains_7_%cit	gains_7_%gdp	gains_7_%pop	gains_8_tax	gains_8_%tot_tax	gains_8_%cit	gains_8_%gdp	gains_8_%pop
Equatorial Guinea	16.0	2449913229.0	439637664.0	215212798.0	274883103.0	3148121644.0	739535767.0	1728.0	3405425658.0	GQ	48.95231132881281						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	10178000000.0	2016.0	Sub - Saharan Africa	UMICs	1980.0	GNQ	0.0592532722908732	0.030264849697572187		0.0592532722908732	7343.0	4.0	0.349999994	1198498.0	False	False	False	False	False	False	False	False	False	False	True	603079805.3765075	308035640.22188973		603079805.3765075	144285561.68795204	184230739.65	143742148.43221506	101795160.82305628	399149072.78221506	357202085.17305624	-40488591.21778494	-82435578.82694376	288027710.12016714	246080722.51100832	-151609953.87983286	-193556941.48899168	236281681.8496384	236281681.8496384	28748429.686443012	20359032.164611258	409315673.2240335	400926275.7022017	-30321990.775966525	-38711388.297798276	213963137.08413535	151524185.40589893	-225674526.91586465	-288113478.5941011	-14171006.68329318	-0.023497730411394073	-0.046004438554854456	-0.0013923174182838653	-11.823971907581974	-28852452.09481684	-0.04784184752597382	-0.09366595395920202	-0.0028347860183549657	-24.073842505216398	-53063482.94828178	-0.08798749763334195	-0.172264102004749	-0.005213547155460973	-44.27498664852322	-67744928.35980543	-0.1123316147479217	-0.21992561740909655	-0.006656015755532072	-56.52485724615764	-10612696.589656338	-0.01759749952666836	-0.03445282040094974	-0.0010427094310921927	-8.854997329704629	-13548985.671961065	-0.022466322949584304	-0.04398512348181924	-0.0013312031511064123	-11.304971449231509	-78986083.06650546	-0.1309711954576125	-0.25641865015882187	-0.007760471906711089	-65.90422601164579	-100839715.7792545	-0.16720791324839582	-0.3273637937045721	-0.009907616012895902	-84.1384097255519
Gabon	19.0	182097413.0	-127245247.0	20691878.0	12269419.0	238273368.0	-269053037.0	658.0	206859778.0	GA	-16.261415249561345						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	14020000000.0	2016.0	Sub - Saharan Africa	UMICs	1980.0	GAB					963205.0	1.0	0.325000003	1952702.75	False	True	True	False	False	False	False	False	False	False	True					-41760871.36955853	-142759730.35	10684081.811033139	16736745.180616276	26198565.16103314	32251228.530616276	153443812.16103315	159496475.53061628	-31076789.55852539	-25024126.188942254	96168457.44147462	102221120.81105775	-68387500.50435318	-68387500.50435318	2136816.362206628	3347349.0361232553	-108011555.51170509	-106801022.83778845	19233691.488294914	20444224.162211552	15903474.97992363	24912988.58741608	143148721.97992364	152158235.58741608	49869239.41266721			0.003557007090775122	25.538571814203266	51836355.02593972			0.003697314909125515	26.54595279590799	31254748.95698462			0.0022292973578448374	16.00589181173869	33221864.570257127			0.00236960517619523	17.01327279344341	6250949.7913969215			0.0004458594715689673	3.2011783623477363	6644372.914051427			0.00047392103523904614	3.4026545586886825	46523335.07292134			0.003318354855415217	23.82509835299886	49451427.022384934			0.0035272059217107657	25.324605612597686
Ghana	59.0	2027678093.0	-5242612.0	45327056.0	28270182.0	966095239.0	1272009417.0	5464.0	3787472825.0	GH	-864.5891780662006						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	42787000000.0	2016.0	Sub - Saharan Africa	LMICs	1980.0	GHA	0.12377315566053088	0.019683257624013725		0.12377315566053088	11.0	4.0	0.25	27896435.25	False	True	True	False	False	False	False	False	False	False	True	5295882011.247134	842187543.9586753		5295882011.247134	-1720583.2872681208	-289303073.875	118968623.85437438	154105382.07786316	403029085.7293744	438165843.95286316	408271697.7293744	443408455.95286316	117248040.56710626	152384798.79059502	122490652.56710626	157627410.79059502	-2817622.9701855034	-2817622.9701855034	23793724.77087488	30821076.415572636	19255518.513421256	26282870.15811901	24498130.513421256	31525482.15811901	177087237.47417963	229389022.98707476	182329849.47417963	234631634.98707476	102067924.4323436	0.019273073723239446	0.1211938186031304	0.002385489154003403	3.658816028558473	110852113.98821579	0.02093175674095335	0.13162402458145964	0.0025907895853463855	3.973701764931266	30622663.141776565	0.005782353737628908	0.036360859717582295	0.0007157001692517953	1.0977267477849724	39406852.697648756	0.007441036755342815	0.04679106569591153	0.0009210006005947777	1.4126124841577654	6124532.628355314	0.0011564707475257819	0.00727217194351646	0.00014314003385035908	0.21954534955699453	7881370.539529753	0.0014882073510685634	0.009358213139182309	0.00018420012011895559	0.28252249683155317	45582462.36854491	0.008607152174413839	0.054123885701617025	0.0010653343858776007	1.6339887860240103	58657908.74676869	0.011076135877308805	0.06964946129581671	0.0013709282900593333	2.102702665092978
Kenya	76.0	1053650130.0	19275331.0	50381624.0	35955687.0	420150818.0	-333907837.0	3294.0	280751338.0	KE	261.37877476656564						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	70527000000.0	2016.0	Sub - Saharan Africa	LMICs	1980.0	KEN	0.15581335518074638	0.035183495638258434	0.035183495638258434	0.15575419832881146	74940.0	5.0	0.300000012	47855484.5	False	True	True	False	False	False	False	False	False	False	True	10989048500.8325	2481386396.8794527	2481386396.8794527	10984876345.536085	6326009.320384784	-1781019.3499999978	61820121.45952729	87952850.82425973	82876471.8095273	109009201.17425972	63601140.80952729	89733870.17425972	68146130.77991207	94278860.14464451	48870799.77991207	75003529.14464451	10359457.343692172	10359457.343692172	12364024.291905457	17590570.16485195	29049490.955982413	34276036.8289289	9774159.955982413	15000705.828928903	92020519.14954047	130919622.97144856	72745188.14954047	111644291.97144856	19080343.006071877	0.0017363052865429069	0.007689388089685257	0.0002705395523143176	0.39870755056448914	26920162.129084356	0.002449726391420054	0.010848839246857592	0.00038170008832198103	0.562530343394274	14661240.520423217	0.0013341683330738345	0.005908487504751751	0.0002078812443521377	0.30636489576076104	22501059.6434357	0.002047589437950982	0.00906793866192409	0.00031904178035980124	0.470187688590546	2932248.104084643	0.00026683366661476687	0.0011816975009503502	4.157624887042754e-05	0.061272979152152206	4500211.92868714	0.0004095178875901964	0.001813587732384818	6.380835607196024e-05	0.0940375377181092	21823557.317804396	0.0019859369367740166	0.008794904874649637	0.00030943549729613336	0.4560304329967529	33493288.931166068	0.0030478788885706263	0.013497812744233076	0.00047490023581275354	0.6998840212591739
Libya	21.0	72873033.0	-166554664.0	15264700.0	-44801222.0	1520368243.0	-828991479.0	126.0	1852368936.0	LY	-9.164979012536088						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	18539000000.0	2016.0	Middle East & North Africa	UMICs	1980.0	LBY	0.011925228815327892			0.011925228815327892	11529.0	3.0	0.20000000300000004	6276733.0	False	False	True	False	False	False	False	False	False	False	True	221081817.00736377			221081817.00736377	-54661907.326912105	-305482334.2	4275631.562048154	4319780.429447425	143203301.76204816	143247450.6294474	309757965.7620481	309802114.6294474	-50386275.76486395	-50342126.89746468	116168388.23513605	116212537.10253532	-89514205.33847032	-89514205.33847032	855126.3124096307	863956.0858894851	-143320986.3529728	-143312156.57949296	23233677.647027194	23242507.420507044	6364365.302798942	6430081.797720501	172919029.30279893	172984745.7977205	61951594.08168353	0.2802202140378648		0.0033416901710816944	9.87003813634952	61960423.85529584	0.28026015297871404		0.0033421664520899637	9.871444883077842	23233677.99553238	0.1050908587148011		0.0012532325365732983	3.7015558883152075	23242507.76914468	0.10513079765565037		0.0012537088175815676	3.70296263504353	4646735.599106473	0.02101817174296021		0.0002506465073146595	0.7403111776630411	4648501.553828931	0.021026159531130052		0.00025074176351631323	0.7405925270087053	34583806.37931688	0.15642989933525364		0.001865462343131608	5.509841884196266	34596949.67849834	0.15648934926813085		0.0018661712971842247	5.511935855563451
Mauritius	182.0	3705440643.0	2507667354.0	150205883.0	130050862.0	20676507580.0	10197706517.0	3321.0	47389028.0	MU	5.989864754605726						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	12150000000.0	2016.0	Sub - Saharan Africa	Tax haven	1980.0	MUS	0.1869520072573858	0.02597138578907676	0.02597138578907676	0.1839419409135125	9414.0	5.0	0.150000006	1262906.25	False	False	False	False	False	False	False	False	False	False	True	2271466888.1772375	315552337.3372826	315552337.3372826	2234894582.099177	822996349.7814201	2504113176.9	217406883.07164058	166213795.48354995	220961060.17164057	169767972.58354995	-2286706293.8283596	-2337899381.41645	1040403232.8530607	989210145.2649701	-1467264121.1469393	-1518457208.73503	1347736803.374864	1347736803.374864	43481376.614328116	33242759.09670999	2214214529.7706122	2203975912.2529945	-293452824.22938776	-303691441.74700546	323614605.9666571	247412644.76850426	-2184052748.033343	-2260254709.231496	-343005957.7944917	-0.15100636490886313	-1.0870017971943111	-0.028230943028353227	-271.60049116432174	-350684921.23986375	-0.15438698361184325	-1.1113367886894439	-0.028862956480647222	-277.6808818864138	-220089626.9756256	-0.09689316983715261	-0.6974742409858294	-0.01811437259058647	-174.2723396733729	-227768590.42099774	-0.10027378854013277	-0.7218092324809625	-0.018746386042880474	-180.35273039546502	-44017925.395125106	-0.019378633967430513	-0.13949484819716584	-0.003622874518117293	-34.85446793467457	-45553718.084199466	-0.02005475770802652	-0.14436184649619224	-0.003749277208576088	-36.070546079092935	-327607925.3093179	-0.14422747124973956	-1.0382047177142266	-0.026963615251795713	-259.4079531313729	-339038219.94625264	-0.14925959154892962	-1.0744278518332344	-0.02790438024248993	-268.4587394719542
Morocco	112.0	2772423296.0	193907426.0	41007322.0	38978272.0	711053152.0	382979867.0	27322.0	678185844.0	MA	21.147886311481447						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	103607000000.0	2016.0	Middle East & North Africa	LMICs	1980.0	MAR	0.22349089356429672	0.04546631785270285	0.04546631785270285	0.22349089356429672	86600.0	5.0	0.306000006	35034442.5	False	True	True	False	False	False	False	False	False	False	True	23155221009.51609	4710628793.764984	4710628793.764984	23155221009.51609	63638864.83546368	143043487.7	162664569.59099218	554472269.9083748	213528507.89099216	605336208.2083747	19621081.890992165	411428782.20837474	226303434.42645586	618111134.7438384	32396008.426455855	424203708.7438384	104214848.93162908	104214848.93162908	32532913.91819844	110894453.98167495	200386627.6852912	278748167.74876773	6479201.685291201	84840741.74876773	242129549.20833173	825343349.8087941	48222123.208331734	631435923.8087941	6004051.176370094	0.0002592957836119384	0.001274575314513657	5.795024637688664e-05	0.17137567342109394	125897209.82433537	0.005437098172053527	0.026726200542690533	0.001215141928869047	3.593526850736539	9913178.772871543	0.00042811851239932144	0.00210442792393081	9.568058888754179e-05	0.2829552310664439	129806337.4208368	0.00560592090084091	0.027556053152107685	0.0012528722713797023	3.705106408381889	1982635.7545743175	8.562370247986467e-05	0.00042088558478616396	1.9136117777508447e-05	0.05659104621328904	25961267.484167375	0.0011211841801681826	0.0055112106304215395	0.0002505744542759406	0.7410212816763782	14755969.99108225	0.0006372631893696025	0.003132484141100937	0.00014242251962784608	0.4211846668055942	193219396.47410655	0.00834452827700065	0.04101775048160298	0.0018649260809994166	5.515126906161174
Mozambique	26.0	380520518.0	-113204834.0	5799439.0	-956872.0	34417441.0	457652775.0	5450.0	291917778.0	MZ	-5.122960561913813						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	11272000000.0	2016.0	Sub - Saharan Africa	LICs	1980.0	MOZ	0.20883470236082652			0.20883470236082652	188.0	3.0	0.319999993	28430345.75	False	False	False	False	False	False	False	False	False	False	True	2353984765.0112367			2353984765.0112367	-37152920.22723824	-135098667.35	22326030.21707238	105541644.74272066	44219863.56707238	127435478.09272066	157424697.5670724	240640312.09272066	-14826890.010165859	68388724.51548243	98377943.98983414	181593558.51548243	-60841531.01820941	-60841531.01820941	4465206.043414476	21108328.948544133	-93529245.20203318	-76886122.29690352	19675588.797966823	36318711.70309648	33232754.03896364	157100903.5865422	146437588.03896365	270305737.5865422	50375902.11949028	0.021400266844653862		0.004469118356945554	1.7719060669351965	77004898.18518843	0.03271257288057293		0.006831520420971294	2.708545962202673	31480941.388101317	0.013373468620537586		0.0027928443389018203	1.1073006872630564	58109937.453799464	0.024685774656456657		0.005155246402927561	2.0439405825305332	6296188.277620262	0.0026746937241075163		0.0005585688677803639	0.22146013745261123	11621987.49075989	0.0049371549312913305		0.0010310492805855119	0.4087881165061065	46860027.147405244	0.01990668242374184		0.004157206098953623	1.6482397913646634	86497834.13555333	0.03674528205161958		0.0076736900404145965	3.042447492414099
Namibia	22.0	72571786.0	3681039.0	6055148.0	2397022.0	32641760.0	-13785429.0	499.0	15412139.0	NA	164.49562202410792						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	10945000000.0	2016.0	Sub - Saharan Africa	UMICs	1980.0	NAM	0.2871081273277327	0.04645220388829294	0.03674352453385081	0.2871081273277327	1689.0	5.0	0.3260000049999999	2452515.0	False	False	False	False	False	False	False	False	False	False	True	3142398453.6020346	508419371.5573662	402157876.02299714	3142398453.6020346	1208087.5302582292	2525128.575	4257956.694842169	10770251.042367516	5413867.119842169	11926161.467367517	1732828.1198421689	8245122.467367517	5466044.225100398	11978338.572625745	1785005.225100398	8297299.572625745	1978361.1757934168	1978361.1757934168	851591.3389684338	2154050.2084735036	4038040.0450200797	5340498.914525149	357001.0450200797	1659459.9145251494	6338055.900329414	16031739.648690052	2657016.900329414	12350700.648690052	564901.9757326875	0.00017976777422518069	0.0011110945163287278	5.1612789011666285e-05	0.23033578825519416	2687909.9655874223	0.000855368918128875	0.005286796916006453	0.00024558336825833004	1.0959810503044516	581911.7123077557	0.00018518075314119642	0.0011445506305656121	5.316689925150806e-05	0.23727141824117517	2704919.70216249	0.0008607818970448907	0.005320253030243336	0.0002471374784981718	1.1029166802904327	116382.34246155118	3.7036150628239295e-05	0.0002289101261131225	1.0633379850301615e-05	0.04745428364823505	540983.9404324981	0.00017215637940897816	0.0010640506060486674	4.942749569963436e-05	0.22058333605808655	866187.5227924732	0.0002756453503850185	0.0017036870962237503	7.914002035563939e-05	0.35318337412512185	4026328.473226459	0.0012812915143244176	0.007919305790598026	0.00036786920723859835	1.6417141070396957
Nigeria	101.0	10721920720.0	836401154.0	1485673354.0	1403826132.0	3969506618.0	4342529082.0	10510.0	32013919637.0	NG	177.62688954874397						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	405442000000.0	2017.0	Sub - Saharan Africa	LMICs	1980.0	NGA		0.010496152063655768	0.010496152063655768		49012.0	3.0	0.300000012	183629549.25	False	True	True	False	False	False	False	False	False	False	True		4255580884.992722	4255580884.992722		274500162.7097656	-1564642818.775	629080206.3392924	496543662.3357524	3030124179.1142926	2897587635.1107526	2193723025.1142926	2061186481.1107526	903580369.049058	771043825.045518	67179215.04905796	-65357328.95448196	449520793.0321876	449520793.0321876	125816041.26785849	99308732.4671505	849836997.0098116	823329688.2091036	13435843.00981164	-13071465.790896416	936398793.9095255	739115428.9216994	99997639.90952551	-97285725.0783006	658116933.8589641		0.15464796737381004	0.001623208581890786	3.5839380783044867	618355969.0674635		0.1453047153323044	0.0015251403876940807	3.3674099380683606	20153765.320867967		0.004735843558264887	4.970813413723286e-05	0.10975229968805233	-19607199.470632534		-0.004607408483240724	-4.836006005947222e-05	-0.10677584054807308	4030753.0641736076		0.0009471687116529807	9.941626827446607e-06	0.021950459937610547	-3921439.894126514		-0.0009214816966481464	-9.672012011894461e-06	-0.021355168109614655	29999293.17282933		0.0070494003012894525	7.399157751991488e-05	0.16336854986224028	-29185718.690918878		-0.006858222057026838	-7.198494159687176e-05	-0.15893802936467688
Senegal	21.0	135205615.0	67678367.0	1489415.0	2014471.0	44568671.0	-4345628.0	419.0	26835616.0	SN	2.200725380977352						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	14715000000.0	2016.0	Sub - Saharan Africa	LMICs	1980.0	SEN	0.15920231467656384	0.014708914579867184	0.014708914579867184	0.15920231467656384	937036.0	5.0	0.300000012	15196321.5	False	False	True	False	False	False	False	False	False	False	True	2342662060.4656367	216441678.04274562	216441678.04274562	2342662060.4656367	22211498.232140448	65665695.8	7932830.171349274	11222313.400669737	9945501.371349273	13234984.600669736	-57732865.628650725	-54443382.399330266	30144328.403489724	33433811.632810183	-37534038.596510276	-34244555.36718982	36373495.01428764	36373495.01428764	1586566.034269855	2244462.680133947	60171559.28069794	60829455.92656203	-7506807.719302058	-6848911.073437966	11808180.467109036	16704643.743939526	-55870186.53289096	-50973723.25606047	-17319860.381389603	-0.007393238945418802	-0.08002091158232963	-0.0011770207530675911	-1.139740323432194	-16333015.373119667	-0.006971989536499025	-0.07546150778730341	-0.0011099568721114283	-1.07480059388844	-11260212.029361546	-0.004806588290896478	-0.05202423179854362	-0.0007652199816079882	-0.7409827456836542	-10273367.021091608	-0.0043853388819767	-0.047464828003517395	-0.0006981561006518252	-0.6760430161398999	-2252042.40587231	-0.000961317658179296	-0.010404846359708727	-0.00015304399632159768	-0.1481965491367309	-2054673.4042183226	-0.0008770677763953404	-0.009492965600703483	-0.0001396312201303651	-0.13520860322798003	-16761056.630309526	-0.0071547052872739285	-0.07743913640791189	-0.0011390456425626589	-1.1029680196164267	-15292117.58850282	-0.006527666899366313	-0.07065237031419956	-0.0010392196798167054	-1.0063038998288383
South Africa	332.0	29047941327.0	1112087653.0	369538506.0	313323851.0	11999501483.0	3024271316.0	102349.0	6592854411.0	ZA	33.22926075144546						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	295678000000.0	2017.0	Sub - Saharan Africa	UMICs	1980.0	ZAF	0.2915062052022465	0.053464190209814806	0.053464190209814806	0.2859808015345326	64628.0	5.0	0.280000001	55640856.25	False	True	False	False	False	True	False	False	False	True	True	86191971741.78984	15808184832.857622	15808184832.857622	84558231436.12753	364978264.5995983	617623572.175	1704310766.785899	2624551413.5634356	2198774847.610899	3119015494.3884354	1086687194.610899	2006927841.3884354	2069289031.385497	2989529678.163034	957201378.3854971	1877442025.163034	597687510.7203214	597687510.7203214	340862153.3571798	524910282.71268713	1303527928.6770995	1487576058.0326068	191440275.67709947	375488405.03260684	2536901543.5284305	3906698626.738906	1424813890.5284305	2794610973.738906	304272415.5777389	0.00353017119145696	0.019247776945604957	0.0010290668077359117	5.468507066293375	561939797.5956898	0.0065196303813436895	0.0355473954497095	0.001900512711786774	10.099409596984586	268016386.90514055	0.003109528433901621	0.016954279680995582	0.0009064468337351461	4.8168990372994225	525683768.92309153	0.006098987623788351	0.033253898185100134	0.0017778927377860088	9.447801567990636	53603277.38102812	0.0006219056867803244	0.0033908559361991177	0.0001812893667470293	0.9633798074598847	105136753.78461832	0.0012197975247576704	0.006650779637020028	0.00035557854755720184	1.8895603135981272	398947890.7727744	0.004628596871735631	0.025236793154363515	0.0013492647094906433	7.17005304483923	782491075.4415046	0.00907846821030684	0.049499109715309096	0.0026464298170357776	14.063246473521058
Tanzania	31.0	288442985.0	-36826241.0	9007302.0	5999112.0	83725141.0	30194890.0	2823.0	669172298.0	TZ	-24.458923190124132						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	47653000000.0	2016.0	Sub - Saharan Africa	LICs	1980.0	TZA	0.11826672685812376	0.01220380165428338		0.11826672685812376	72757.0	4.0	0.300000012	54749261.5	False	False	True	False	False	False	False	False	False	False	True	5635764334.970171	581547760.2315658		5635764334.970171	-12086077.473882874	-87014163.35	16923625.650621433	57348211.25784334	67111548.00062144	107536133.60784334	103937789.00062144	144362374.60784334	4837548.176738558	45262133.78396046	41663789.17673856	82088374.78396046	-19792130.8208937	-19792130.8208937	3384725.1301242867	11469642.251568668	-28493483.164652288	-20408566.043207906	8332757.835347712	16417674.956792094	25191164.00122602	85363989.06461512	62017405.00122602	122190230.06461512	31181337.947439898	0.005532761147225106	0.05361784548017834	0.0006543415513701109	0.5695298364424495	43308714.114701495	0.0076846212049657536	0.07447146576139585	0.0009088349970558306	0.7910374117959836	12499137.252987038	0.0022178246835889374	0.021492881767801876	0.0002622948660732176	0.22829782376127647	24626513.420248635	0.004369684741329586	0.04234650204901938	0.0005167883117589373	0.4498053991148106	2499827.4505974073	0.00044356493671778745	0.004298576353560375	5.2458973214643515e-05	0.045659564752255286	4925302.684049727	0.0008739369482659171	0.008469300409803877	0.00010335766235178745	0.08996107982296213	18605222.244576667	0.0033012775444016397	0.03199259547860398	0.00039043128962660623	0.33982599463148316	36657070.485667296	0.006504365389838699	0.06303363711876538	0.0007692500049454871	0.6695445651932181
Tunisia	47.0	545039004.0	25517038.0	5966963.0	9753283.0	227512155.0	-53168357.0	6849.0	78225104.0	TN	23.384230567826876						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	42074000000.0	2017.0	Middle East & North Africa	LMICs	1980.0	TUN	0.2961493235343244	0.016142475363287122	0.012288781248260121	0.20244518679360834	3874.0	5.0	0.2600000024	11338236.0	False	False	True	False	False	False	False	False	False	False	True	12460186638.383163	679178508.4349424	517038182.2392963	8517678789.154278	8374487.5881307935	19650155.2	31978715.199759696	134594721.70346326	37845597.9997597	140461604.50346327	12328559.999759696	114944566.50346327	40353202.78789049	142969209.29159406	14836164.787890486	117452171.29159406	13714040.329495367	13714040.329495367	6395743.03995194	26918944.34069265	28484270.9575781	49007472.25831881	2967232.9575781003	23490434.25831881	47600973.67883252	200347004.72158077	22083935.678832524	174829966.72158077	3205425.6295260647	0.00025725342023785296	0.004719562809654346	7.618542638033144e-05	0.28270937644321964	29885587.56676741	0.0023984863496912573	0.04400255189999156	0.0007103101099673768	2.6358233826467723	3857402.880458322	0.00030957825852910814	0.005679512576667195	9.168139184432956e-05	0.340211906019448	30537564.817699663	0.002450811187982512	0.044962501667004405	0.0007258060754313748	2.6933259122230004	771480.5760916651	6.191565170582168e-05	0.00113590251533344	1.8336278368865927e-05	0.06804238120388965	6107512.963539933	0.0004901622375965024	0.008992500333400882	0.00014516121508627498	0.5386651824446002	5741823.329497902	0.000460813589405669	0.008454070996340874	0.00013646963277791276	0.506412402202415	45455791.76720292	0.0036480827363514737	0.0669276062223295	0.0010803772345677359	4.009070879032939
Uganda	22.0	161252688.0	3140810.0	7212844.0	4343081.0	170675888.0	-32062641.0	499.0	133218064.0	UG	229.64916693464423						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	25307000000.0	2016.0	Sub - Saharan Africa	LICs	1980.0	UGA	0.12676283303332275			0.12676283303332275	1731.0	3.0	0.300000012	40832282.75	False	False	True	False	False	False	False	False	False	False	True	3207987015.574299			3207987015.574299	1030788.6974059088	-6850544.799999999	9461072.963408887	13371809.176650874	19452427.763408884	23363163.97665087	16311617.763408884	20222353.97665087	10491861.660814796	14402597.874056783	7351051.660814796	11261787.874056783	1688017.042075273	1688017.042075273	1892214.5926817774	2674361.8353301752	4611020.3321629595	5393167.574811357	1470210.3321629595	2252357.574811357	14083001.217888974	19904212.30746983	10942191.217888974	16763402.30746983	4893485.524762078	0.0015254068987826121		0.0001933649000182589	0.11984354523412184	6066706.435663509	0.0018911256205871637		0.0002397244412875295	0.14857622516006674	2205315.5864570583	0.0006874452969262593		8.714251339380639e-05	0.05400911822538401	3378536.497358489	0.0010531640187308108		0.00013350205466307696	0.0827417981513289	441063.1172914118	0.0001374890593852519		1.7428502678761283e-05	0.010801823645076807	675707.299471698	0.00021063280374616225		2.6700410932615405e-05	0.016548359630265786	3282657.4966729865	0.0010232764287187491		0.00012971341908060957	0.08039368057797323	5029020.893401776	0.0015676562495379905		0.00019872054741382924	0.12316286415316265
Zambia	24.0	523769287.0	-50771214.0	12669905.0	14524143.0	124036778.0	-196271452.0	2514.0	108339455.0	ZM	-24.954898655761905						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	20941000000.0	2016.0	Sub - Saharan Africa	LMICs	1980.0	ZMB	0.12970041370119112			0.12970041370119112	3064.0	3.0	0.349999994	16351770.25	False	False	False	False	False	False	False	False	False	False	True	2716056363.316643			2716056363.316643	-16662705.9722736	-58896673.125	30730771.075888358	58900775.427914776	38856230.20088836	67026234.552914776	89627444.20088837	117797448.55291477	14068065.103614759	42238069.45564118	64839279.10361476	93009283.45564118	-27286806.422181122	-27286806.422181122	6146154.215177672	11780155.085582957	-37803358.17927705	-32169357.30887176	12967855.820722952	18601856.69112824	45743383.246509604	87675012.68556485	96514597.24650961	138446226.68556485	31369604.93254626	0.011549688495506796		0.0014979993759871191	1.918422559327866	41229106.286735475	0.015179768300680477		0.001968822228486485	2.5213848810489172	22693747.29722949	0.008355403666777223		0.001083699312221455	1.3878465114337997	32553248.651418712	0.011985483471950905		0.001554522164720821	1.9908088331548512	4538749.459445898	0.0016710807333554446		0.00021673986244429103	0.27756930228675997	6510649.730283743	0.0023970966943901812		0.0003109044329441642	0.3981617666309703	33780108.45719078	0.012437189784950214		0.001613108660388271	2.0658380065724553	48456178.50927033	0.017840638052922915		0.0023139381361573148	2.963359793369793
